TIPO_PRODUTO;NOME_PRODUTO;DATA_FINALIZACAO_PROCESSO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;DATA_VENCIMENTO_REGISTRO;NUMERO_PROCESSO;CLASSE_TERAPEUTICA;EMPRESA_DETENTORA_REGISTRO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO;REGISTRO_VALIDO;ANO_REGISTRO;CLASSE_TERAPEUTICA_NORMALIZADA
MEDICAMENTO;Soro Antitetanico;22/08/2005;BIOLOGICO;112090122.0;2025-01-08;25351201571200281;SOROS IMUNOPROTETORES;17503475000101 - FUNDACAO EZEQUIEL DIAS - FUNED;VALIDO;IMUNOGLOBULINA HETEROLOGA CONTRA TOXINA TETANICA;Sim;2025;soros_imunoprotetores
MEDICAMENTO;Soyfemme;30/04/2003;FITOTERAPICO;105730280.0;2028-01-04;25351171529200228;COADJUVANTE NO TRATAMENTO DO CLIMATERIO + FITOTERAPICO SIMPLES;60659463002992 - ACHE LABORATORIOS FARMACEUTICOS S.A;VALIDO;GLYCINE MAX (L.) MERR.;Sim;2028;coadjuvante_no_tratamento_do_climaterio_+_fitoterapico_simples
MEDICAMENTO;Sozz;14/12/2020;SIMILAR;109740302.0;2030-01-02;25351371599202066;ANTIDEPRESSIVOS;49475833000106 - BIOLAB SANUS FARMACEUTICA LTDA;VALIDO;CLORIDRATO DE DULOXETINA;Sim;2030;antidepressivos
MEDICAMENTO;Spasmex;20/07/2020;NOVO;101180631.0;2030-01-07;25351372406201870;OUTROS PRODUTOS UROLOGICOS EXCLUINDO ANTIESPASMODICOS + SISTEMA GENITOURINARIO E HORMONIOS SEXUAIS;62462015000129 - APSEN FARMACEUTICA S/A;VALIDO;CLORETO DE TROSPIO;Sim;2030;outros_produtos_urologicos_excluindo_antiespasmodicos_+_sistema_genitourinario_e_hormonios_sexuais
MEDICAMENTO;Spectrila;14/01/2019;BIOLOGICO;156260031.0;2029-01-01;25351567187201724;ANTINEOPLASICO;04748181000947 - LABORATORIOS BAGO DO BRASIL S/A;VALIDO;ASPARAGINASE;Sim;2029;antineoplasico
MEDICAMENTO;Spidufen;08/08/1996;NOVO;100840148.0;2026-01-08;250000156658916;ANALGESICOS NAO NARCOTICOS;61100004000136 - ZAMBON LABORATORIOS FARMACEUTICOS LTDA.;VALIDO;IBUPROFENO ARGININA;Sim;2026;analgesicos_nao_narcoticos
MEDICAMENTO;Spinraza;28/08/2017;NOVO;169930008.0;2027-01-08;25351233501201778;OUTROS MEDICAMENTOS PARA TRANSTORNOS DO SISTEMA MUSCULO-ESQUELETICO;07986222000174 - BIOGEN BRASIL PRODUTOS FARMACEUTICOS LTDA;VALIDO;NUSINERSENA;Sim;2027;outros_medicamentos_para_transtornos_do_sistema_musculo-esqueletico
MEDICAMENTO;Stamaril;13/01/2020;;183260414.0;2026-01-01;25351627595201912;VACINAS;10588595001092 - SANOFI MEDLEY FARMACEUTICA LTDA.;VALIDO;VIRUS 17D DA FEBRE AMARELA;Sim;2026;vacinas
MEDICAMENTO;Stelara;05/10/2009;BIOLOGICO;112363394.0;2029-01-10;25351630200200806;IMUNOSUPRESSOR;51780468000187 - JANSSEN-CILAG FARMACEUTICA LTDA;VALIDO;USTEQUINUMABE;Sim;2029;imunosupressor
MEDICAMENTO;Stivarga;28/12/2015;NOVO;170560108.0;2025-01-12;25351208761201462;ANTINEOPLASICO;18459628000115 - BAYER S.A.;VALIDO;REGORAFENIBE;Sim;2025;antineoplasico
MEDICAMENTO;Strensiq;17/07/2017;BIOLOGICO;198110002.0;2027-01-07;25351137379201642;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;10284284000149 - ALEXION FARMACEUTICA BRASIL IMPORTACAO E DISTRIBUICAO DE PRODUT;VALIDO;ALFA-ASFOTASE;Sim;2027;outros_prods__nao_enquadrados_em_classe_terapeutica_especif
MEDICAMENTO;Succinato Sodico de Metilpredinisolona;14/12/2020;GENERICO;100410220.0;2028-01-01;25351936348202030;GLICOCORTICOIDES SISTEMICOS;49324221000104 - FRESENIUS KABI BRASIL LTDA;VALIDO;SUCCINATO SODICO DE METILPREDNISOLONA;Sim;2028;glicocorticoides_sistemicos
MEDICAMENTO;Succinato de metoprolol;23/03/2015;GENERICO;155370040.0;2025-01-03;25351047071201319;BETABLOQUEADORES SIMPLES;64171697000146 - ACCORD FARMACEUTICA LTDA;VALIDO;SUCCINATO DE METOPROLOL;Sim;2025;betabloqueadores_simples
MEDICAMENTO;Sulfato de Amicacina;14/12/2020;GENERICO;100410217.0;2026-01-12;25351936342202062;AMINOGLICOSIDEOS;49324221000104 - FRESENIUS KABI BRASIL LTDA;VALIDO;SULFATO DE AMICACINA;Sim;2026;aminoglicosideos
MEDICAMENTO;Sulfato de Salbutamol;24/07/2006;GENERICO;154230066.0;2026-01-07;25351026200200637;BRONCODILATADORES;03485572000104 - GEOLAB INDUSTRIA FARMACEUTICA S/A;VALIDO;SULFATO DE SALBUTAMOL;Sim;2026;broncodilatadores
MEDICAMENTO;Sulfato de Terbutalina;03/12/2007;GENERICO;102350873.0;2012-01-12;25351102508200777;BRONCODILATADORES;57507378000365 - EMS S/A;VALIDO;SULFATO DE TERBUTALINA;Sim;2012;broncodilatadores
MEDICAMENTO;Superhist Paracetamol;04/12/2017;SIMILAR;100431227.0;2027-01-12;25351176279201707;PRODUTO P.TERAPIA SINTOMATICA DA GRIPE;61190096000192 - EUROFARMA LABORATORIOS S.A.;VALIDO;CLORIDRATO DE FENILEFRINA +  MALEATO DE CLORFENIRAMINA +  PARACETAMOL;Sim;2027;produto_p.terapia_sintomatica_da_gripe
MEDICAMENTO;Syletyv;30/09/2019;SIMILAR;155370077.0;2029-01-09;25351746808201815;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;64171697000146 - ACCORD FARMACEUTICA LTDA;VALIDO;PARICALCITOL;Sim;2029;outros_prods__nao_enquadrados_em_classe_terapeutica_especif
MEDICAMENTO;Symdeko;27/01/2020;NOVO;138230003.0;2023-01-01;25351022290201910;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;21798065000102 - VERTEX FARMACEUTICA DO BRASIL LTDA.;VALIDO;IVACAFTOR +  TEZACAFTOR;Sim;2023;outros_produtos_para_o_aparelho_respiratorio
MEDICAMENTO;Symtuza;21/09/2020;NOVO;112363434.0;2030-01-09;25351606125201826;ASSOCIACOES DE ANTIVIROTICOS PARA O TRATAMENTO DE INFECCOES POR HIV;51780468000187 - JANSSEN-CILAG FARMACEUTICA LTDA;VALIDO;ETANOLATO DE DARUNAVIR +  HEMIFUMARATO DE TENOFOVIR ALAFENAMIDA +  COBICISTATE +  ENTRICITABINA;Sim;2030;associacoes_de_antiviroticos_para_o_tratamento_de_infeccoes_por_hiv
MEDICAMENTO;SEDATIF PC;16/03/2009;DINAMIZADO;169160002.0;2029-01-03;25351318448200711;MEDICAMENTOS DINAMIZADOS COMPOSTOS;07498711000187 - BOIRON MEDICAMENTOS HOMEOPATICOS LTDA;VALIDO;ABRUS PRECATORIUS +  ACONITUM NAPELLUS +  ATROPA BELLADONNA +  ACONITUM +  CALENDULA OFFICINALIS L. +  CHELIDONIUM MAJUS +  VIBURNUM OPULUS;Sim;2029;medicamentos_dinamizados_compostos
MEDICAMENTO;SILIBOM;27/05/2013;FITOTERAPICO;155840407.0;2025-01-10;25351535154201228;COLAGOGOS, COLERETICOS E HEPATOPROTETORES + FITOTERAPICO SIMPLES;05161069000110 - BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A;VALIDO;SILYBUM MARIANUM (L.) GAERTN;Sim;2025;colagogos,_colereticos_e_hepatoprotetores_+_fitoterapico_simples
MEDICAMENTO;TABRECTA;07/06/2021;NOVO;100681178.0;2024-01-06;25351839631202014;ANTINEOPLASICO;56994502000130 - NOVARTIS BIOCIENCIAS S.A;VALIDO;DICLORIDRATO DE CAPMATINIBE MONOIDRATADO;Sim;2024;antineoplasico
MEDICAMENTO;TACE;08/02/2021;SIMILAR;102980553.0;2031-01-02;25351725326202046;AGENTES ANTINEOPLASICOS;44734671000151 - CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.;VALIDO;DOCETAXEL;Sim;2031;agentes_antineoplasicos
MEDICAMENTO;TACFEN;20/08/2018;GENERICO;102351270.0;2028-01-08;25351859616201614;ANTINEOPLASICO;57507378000365 - EMS S/A;VALIDO;CITRATO DE TAMOXIFENO;Sim;2028;antineoplasico
MEDICAMENTO;TACHOSIL;07/12/2009;BIOLOGICO;106390253.0;2029-01-12;25351800318200851;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;60397775000174 - TAKEDA PHARMA LTDA.;VALIDO;FIBRINOGENIO +  TROMBINA;Sim;2029;fracoes_do_sangue_ou_plasma_exceto_gamaglobulina
MEDICAMENTO;TACROLIL;09/05/2011;SIMILAR;102351030.0;2026-01-05;25351751589200990;IMUNOMODULADOR;57507378000365 - EMS S/A;VALIDO;TACROLIMO MONOIDRATADO;Sim;2026;imunomodulador
MEDICAMENTO;TACROLIMO;09/05/2011;GENERICO;110500049.0;2026-01-05;25351504100201029;IMUNOSUPRESSOR;12343158000143 - LABORATORIO INDUSTRIAL FARMACEUTICO DE ALAGOAS S.A;VALIDO;TACROLIMO;Sim;2026;imunosupressor
MEDICAMENTO;TACROLIMO;23/05/2011;GENERICO;102351031.0;2026-01-05;25351749619200980;IMUNOSUPRESSOR;57507378000365 - EMS S/A;VALIDO;TACROLIMO;Sim;2026;imunosupressor
MEDICAMENTO;TACROLIMO;07/10/2011;GENERICO;110630129.0;2026-01-10;25351367625201160;IMUNOSUPRESSOR;33781055000135 - FUNDACAO OSWALDO CRUZ;VALIDO;TACROLIMO;Sim;2026;imunosupressor
MEDICAMENTO;TACROZ;13/04/2015;SIMILAR;110130275.0;2025-01-04;25351005998201078;IMUNOMODULADOR;44363661000157 - GLENMARK FARMACEUTICA LTDA;VALIDO;TACROLIMO;Sim;2025;imunomodulador
MEDICAMENTO;TADA;18/02/2015;SIMILAR;100431112.0;2025-01-02;25351097883201315;VASODILATADORES;61190096000192 - EUROFARMA LABORATORIOS S.A.;VALIDO;TADALAFILA;Sim;2025;vasodilatadores
MEDICAMENTO;TADALAFILA;08/12/2014;GENERICO;100431103.0;2029-01-12;25351085735201385;VASODILATADORES;61190096000192 - EUROFARMA LABORATORIOS S.A.;VALIDO;TADALAFILA;Sim;2029;vasodilatadores
MEDICAMENTO;TADALAFILA;04/05/2015;GENERICO;125680248.0;2025-01-05;25351020908201380;VASODILATADORES;73856593000166 - PRATI DONADUZZI & CIA LTDA;VALIDO;TADALAFILA;Sim;2025;vasodilatadores
MEDICAMENTO;TADALAFILA;22/06/2015;GENERICO;183260202.0;2029-01-10;25351693314201424;VASODILATADORES;10588595001092 - SANOFI MEDLEY FARMACEUTICA LTDA.;VALIDO;TADALAFILA;Sim;2029;vasodilatadores
MEDICAMENTO;TADALAFILA;22/06/2015;GENERICO;183260236.0;2029-01-10;25351696654201427;VASODILATADORES;10588595001092 - SANOFI MEDLEY FARMACEUTICA LTDA.;VALIDO;TADALAFILA;Sim;2029;vasodilatadores
MEDICAMENTO;TADALAFILA;14/12/2015;GENERICO;155840484.0;2025-01-12;25351386184201408;VASODILATADORES;05161069000110 - BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A;VALIDO;TADALAFILA;Sim;2025;vasodilatadores
MEDICAMENTO;TADALAFILA;07/03/2016;GENERICO;102351134.0;2026-01-03;25351012767201415;VASODILATADORES;57507378000365 - EMS S/A;VALIDO;TADALAFILA;Sim;2026;vasodilatadores
MEDICAMENTO;TADALAFILA;30/05/2016;GENERICO;105830788.0;2026-01-05;25351019725201491;VASODILATADORES;45992062000165 - GERMED FARMACEUTICA LTDA;VALIDO;TADALAFILA;Sim;2026;vasodilatadores
MEDICAMENTO;TADALAFILA;30/05/2016;GENERICO;167730408.0;2026-01-05;25351985946201656;VASODILATADORES;05044984000126 - LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;VALIDO;TADALAFILA;Sim;2026;vasodilatadores
MEDICAMENTO;TADALAFILA;20/06/2016;GENERICO;126750189.0;2026-01-06;25351019706201486;VASODILATADORES;72593791000111 - NOVA QUIMICA FARMACEUTICA S/A;VALIDO;TADALAFILA;Sim;2026;vasodilatadores
MEDICAMENTO;TAGDOR;13/10/2021;SIMILAR;109740341.0;2031-01-08;25351206314202106;ANTICONVULSIVANTES;49475833000106 - BIOLAB SANUS FARMACEUTICA LTDA;VALIDO;PREGABALINA;Sim;2031;anticonvulsivantes
MEDICAMENTO;TAKHZYRO;28/09/2020;BIOLOGICO;106390290.0;2029-01-10;25351779114202089;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;60397775000174 - TAKEDA PHARMA LTDA.;VALIDO;LANADELUMABE;Sim;2029;outros_prods__nao_enquadrados_em_classe_terapeutica_especif
MEDICAMENTO;TAKIL;18/03/1996;SIMILAR;101550194.0;2026-01-03;250000231819535;PRODS  GINECOLOGICOS ANTINFECC  TOPICOS ASSOC  MEDICAMENTOSAS;60726692000181 - MARJAN INDUSTRIA E COMERCIO LTDA;VALIDO;TINIDAZOL +  TIOCONAZOL;Sim;2026;prods__ginecologicos_antinfecc__topicos_assoc__medicamentosas
MEDICAMENTO;TALCO ALIVIO;27/09/1950;SIMILAR;57600510.0;2025-01-09;2500100933580;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;33379884000196 - LABORATORIO SIMOES LTDA.;VALIDO;CANFORA +  ENXOFRE +  MENTOL +  SALICILATO DE FENILA +  ACIDO BORICO +  OXIDO DE ZINCO;Sim;2025;outros_produtos_com_acao_na_pele_e_mucosas
MEDICAMENTO;TALERC;27/11/2006;NOVO;105730364.0;2026-01-11;25351212403200644;ANTI-HISTAMINICOS SISTEMICOS;60659463002992 - ACHE LABORATORIOS FARMACEUTICOS S.A;VALIDO;CLORIDRATO DE EPINASTINA;Sim;2026;anti-histaminicos_sistemicos
MEDICAMENTO;TALTZ;18/12/2017;BIOLOGICO;112600196.0;2027-01-12;25351810931201604;IMUNOMODULADOR;43940618000144 - ELI LILLY DO BRASIL LTDA;VALIDO;IXEQUIZUMABE;Sim;2027;imunomodulador
MEDICAMENTO;TAM;14/10/2019;SIMILAR;103720289.0;2029-01-10;25351398968201924;ANTICONVULSIVANTES;43312503000105 - SUPERA FARMA LABORATORIOS S.A;VALIDO;LEVETIRACETAM;Sim;2029;anticonvulsivantes
MEDICAMENTO;TAMARINE;22/11/2010;FITOTERAPICO;178170023.0;2030-01-04;25351651335200992;LAXANTES;61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;VALIDO;CASSIA FISTULA L. +  SENNA ALEXANDRINA MILL.;Sim;2030;laxantes
MEDICAMENTO;TAMBELLA;18/11/2019;SIMILAR;170560119.0;2029-01-11;25351408485201945;ANTICONCEPCIONAIS;18459628000115 - BAYER S.A.;VALIDO;DIENOGESTE +  VALERATO DE ESTRADIOL;Sim;2029;anticoncepcionais
MEDICAMENTO;TAMIFLU;21/01/2000;NOVO;101000555.0;2025-01-01;250000278509907;ANTIVIROTICOS;33009945000123 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.;VALIDO;FOSFATO DE OSELTAMIVIR;Sim;2025;antiviroticos
MEDICAMENTO;TAMIRAM;29/01/2001;SIMILAR;100430671.0;2029-01-09;250000218699912;ANTIBIOTICOS SISTEMICOS SIMPLES;61190096000192 - EUROFARMA LABORATORIOS S.A.;VALIDO;LEVOFLOXACINO HEMIIDRATADO;Sim;2029;antibioticos_sistemicos_simples
MEDICAMENTO;TAMIRAM;02/02/2015;NOVO;100431111.0;2025-01-02;25351606068201310;ANTIBIOTICOS SISTEMICOS SIMPLES;61190096000192 - EUROFARMA LABORATORIOS S.A.;VALIDO;LEVOFLOXACINO HEMIIDRATADO;Sim;2025;antibioticos_sistemicos_simples
MEDICAMENTO;TAMSULON;16/01/1998;SIMILAR;122140025.0;2048-01-01;250000264419722;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;55980684000127 - ZODIAC PRODUTOS FARMACEUTICOS S/A;VALIDO;CLORIDRATO DE TANSULOSINA;Sim;2048;outros_produtos_com_acao_no_trato_urinario
MEDICAMENTO;TANACETO EC;12/03/2012;FITOTERAPICO;116780019.0;2027-01-03;25351451979200968;ANALGESICOS CONTRA ENXAQUECA;79634572000182 - AS ERVAS CURAM INDUSTRIA FARMACEUTICA LTDA;VALIDO;TANACETUM PARTHENIUM (L.) SCH.BIP.;Sim;2027;analgesicos_contra_enxaqueca
MEDICAMENTO;TANAKAN;16/12/2004;FITOTERAPICO;105530314.0;2028-01-02;25351074128200492;ANTIAGREGANTE PLAQUETARIO + FITOTERAPICO SIMPLES + VASODILATADORES CEREBRAIS;56998701000116 - ABBOTT LABORATORIOS DO BRASIL LTDA;VALIDO;GINKGO BILOBA L.;Sim;2028;antiagregante_plaquetario_+_fitoterapico_simples_+_vasodilatadores_cerebrais
MEDICAMENTO;TANDENE;14/08/2017;SIMILAR;104400190.0;2028-01-06;25351125988201707;RELAXANTES MUSCULARES;33173097000274 - CELLERA FARMACEUTICA S.A.;VALIDO;CAFEINA +  CARISOPRODOL +  DICLOFENACO DE SODIO +  PARACETAMOL;Sim;2028;relaxantes_musculares
MEDICAMENTO;TANDERALGIN;26/02/2020;;104400224.0;2030-01-02;25351557331201986;RELAXANTES MUSCULARES;33173097000274 - CELLERA FARMACEUTICA S.A.;VALIDO;CAFEINA +  CARISOPRODOL +  DICLOFENACO DE SODIO +  PARACETAMOL;Sim;2030;relaxantes_musculares
MEDICAMENTO;TANDRIFLAN;04/05/1999;SIMILAR;104971158.0;2029-01-05;250000181749873;ANTINFLAMATORIOS E ANTIREUMATIOS-ASSOCS  MEDICAMENTOSAS;60665981000118 - UNIAO QUIMICA FARMACEUTICA NACIONAL S/A;VALIDO;CAFEINA +  CARISOPRODOL +  DICLOFENACO SODICO +  PARACETAMOL;Sim;2029;antinflamatorios_e_antireumatios-assocs__medicamentosas
MEDICAMENTO;TANDRILAX;05/02/2000;NOVO;105730055.0;2025-01-10;2599202502576;ANTINFLAMATORIOS;60659463002992 - ACHE LABORATORIOS FARMACEUTICOS S.A;VALIDO;CAFEINA ANIDRA +  CARISOPRODOL +  DICLOFENACO SODICO +  PARACETAMOL;Sim;2025;antinflamatorios
MEDICAMENTO;TANISEA;20/03/2017;SIMILAR;105730506.0;2027-01-03;25351567623201684;ANTIPARASITARIOS;60659463002992 - ACHE LABORATORIOS FARMACEUTICOS S.A;VALIDO;NITAZOXANIDA;Sim;2027;antiparasitarios
MEDICAMENTO;TANTIN;29/10/2001;SIMILAR;109740142.0;2026-01-10;253510245490069;ANTICONCEPCIONAIS;49475833000106 - BIOLAB SANUS FARMACEUTICA LTDA;VALIDO;ETINILESTRADIOL +  GESTODENO;Sim;2026;anticoncepcionais
MEDICAMENTO;TAPAZOL;19/04/2005;SIMILAR;109740193.0;2025-01-04;25351002069200451;ANTITIREOIDEANOS;49475833000106 - BIOLAB SANUS FARMACEUTICA LTDA;VALIDO;TIAMAZOL;Sim;2025;antitireoideanos
MEDICAMENTO;TARCEVA;10/04/2006;NOVO;101000651.0;2026-01-04;25351067725200541;ANTINEOPLASICO;33009945000123 - PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.;VALIDO;CLORIDRATO DE ERLOTINIBE;Sim;2026;antineoplasico
MEDICAMENTO;TARFIC;07/10/2011;SIMILAR;100330160.0;2026-01-10;25351374125201072;IMUNOSUPRESSOR;61230314000175 - LIBBS FARMACEUTICA LTDA;VALIDO;TACROLIMO +  TACROLIMO MONOIDRATADO;Sim;2026;imunosupressor
MEDICAMENTO;TARFLEX;14/03/1996;NOVO;106750038.0;2026-01-03;250000143609563;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;63064653000154 - LABORATORIOS STIEFEL LTDA;VALIDO;COALTAR;Sim;2026;outros_produtos_com_acao_na_pele_e_mucosas
MEDICAMENTO;TARGIFOR;30/09/2019;ESPECIFICO;183260403.0;2026-01-10;25351412007201930;NEUROTONICO;10588595001092 - SANOFI MEDLEY FARMACEUTICA LTDA.;VALIDO;ASPARTATO DE ARGININA;Sim;2026;neurotonico
MEDICAMENTO;TARGIFOR C;30/09/2019;ESPECIFICO;183260402.0;2027-01-03;25351412004201904;NEUROTONICO;10588595001092 - SANOFI MEDLEY FARMACEUTICA LTDA.;VALIDO;ASPARTATO DE ARGININA +  ACIDO ASCORBICO;Sim;2027;neurotonico
MEDICAMENTO;TARGOCID;02/09/2019;NOVO;183260373.0;2028-01-07;25351411593201903;ANTIBIOTICOS SISTEMICOS SIMPLES;10588595001092 - SANOFI MEDLEY FARMACEUTICA LTDA.;VALIDO;TEICOPLANINA;Sim;2028;antibioticos_sistemicos_simples
MEDICAMENTO;TARGUS;30/01/2012;NOVO;156260023.0;2027-01-01;25351265753201051;ANTINFLAMATORIOS ANTIREUMATICOS;04748181000947 - LABORATORIOS BAGO DO BRASIL S/A;VALIDO;FLURBIPROFENO;Sim;2027;antinflamatorios_antireumaticos
MEDICAMENTO;TARTARATO DE BRIMONIDINA;13/04/2009;GENERICO;154230144.0;2029-01-04;25351500821200858;ANTIGLAUCOMATOSOS;03485572000104 - GEOLAB INDUSTRIA FARMACEUTICA S/A;VALIDO;TARTARATO DE BRIMONIDINA;Sim;2029;antiglaucomatosos
MEDICAMENTO;TARTARATO DE BRIMONIDINA;14/05/2012;GENERICO;155840309.0;2026-01-05;25351534954201139;ANTIGLAUCOMATOSOS;05161069000110 - BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A;VALIDO;TARTARATO DE BRIMONIDINA;Sim;2026;antiglaucomatosos
MEDICAMENTO;TARTARATO DE BRIMONIDINA;21/10/2013;GENERICO;100681085.0;2027-01-09;25351660322201290;ANTIGLAUCOMATOSOS;56994502000130 - NOVARTIS BIOCIENCIAS S.A;VALIDO;TARTARATO DE BRIMONIDINA;Sim;2027;antiglaucomatosos
MEDICAMENTO;TARTARATO DE METOPROLOL;14/09/2015;GENERICO;118190167.0;2025-01-09;25351725555201412;BETABLOQUEADORES SIMPLES;92265552000140 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;VALIDO;TARTARATO DE METOPROLOL;Sim;2025;betabloqueadores_simples
MEDICAMENTO;TARTARATO DE METOPROLOL;23/01/2017;GENERICO;102980447.0;2027-01-01;25351807841201616;BETABLOQUEADORES SIMPLES;44734671000151 - CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.;VALIDO;TARTARATO DE METOPROLOL;Sim;2027;betabloqueadores_simples
MEDICAMENTO;TARTARATO DE METOPROLOL;04/02/2019;GENERICO;105730639.0;2026-01-08;25351858152201882;BETABLOQUEADORES SIMPLES;60659463002992 - ACHE LABORATORIOS FARMACEUTICOS S.A;VALIDO;TARTARATO DE METOPROLOL;Sim;2026;betabloqueadores_simples
MEDICAMENTO;TARVEXOL;08/09/2015;SIMILAR;100470560.0;2025-01-09;25351787627201154;ANTINEOPLASICO;61286647000116 - SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA;VALIDO;PACLITAXEL;Sim;2025;antineoplasico
MEDICAMENTO;TASIGNA;05/01/2009;NOVO;100681060.0;2029-01-01;25351462415200618;ANTINEOPLASICO;56994502000130 - NOVARTIS BIOCIENCIAS S.A;VALIDO;NILOTINIBE;Sim;2029;antineoplasico
MEDICAMENTO;TASSIFLAM;03/05/2010;SIMILAR;156200011.0;2013-01-06;25351089437200937;ANTINFLAMATORIOS;03993167000199 - VIDFARMA INDUSTRIA DE MEDICAMENTOS LTDA;VALIDO;DICLOFENACO POTASSICO;Sim;2013;antinflamatorios
MEDICAMENTO;TASULIL;27/02/2012;SIMILAR;154230184.0;2027-01-02;25351687909201051;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;03485572000104 - GEOLAB INDUSTRIA FARMACEUTICA S/A;VALIDO;CLORIDRATO DE TANSULOSINA;Sim;2027;outros_produtos_com_acao_no_trato_urinario
MEDICAMENTO;TAT;22/06/2020;SIMILAR;103720293.0;2030-01-06;25351595950201545;ORLISTATE;43312503000105 - SUPERA FARMA LABORATORIOS S.A;VALIDO;ORLISTATE;Sim;2030;orlistate
MEDICAMENTO;TAVAFLOX;14/01/2019;GENERICO;135690736.0;2029-01-01;25351662185201829;ANTIBIOTICOS SISTEMICOS SIMPLES;00923140000131 - EMS SIGMA PHARMA LTDA;VALIDO;LEVOFLOXACINO HEMI-HIDRATADO;Sim;2029;antibioticos_sistemicos_simples
MEDICAMENTO;TAVAGRAN;24/12/2018;SIMILAR;167730609.0;2028-01-12;25351662136201896;ANTIBIOTICOS SISTEMICOS SIMPLES;05044984000126 - LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;VALIDO;LEVOFLOXACINO HEMI-HIDRATADO;Sim;2028;antibioticos_sistemicos_simples
MEDICAMENTO;TAVOK;17/08/2015;SIMILAR;194270016.0;2030-01-08;25351667651201439;ANTIBIOTICOS SISTEMICOS SIMPLES;14806008000154 - MOMENTA FARMACEUTICA LTDA.;VALIDO;LEVOFLOXACINO HEMIIDRATADO;Sim;2030;antibioticos_sistemicos_simples
MEDICAMENTO;TAVOK;11/04/2016;SIMILAR;194270049.0;2031-01-04;25351888415201616;ANTIBIOTICOS SISTEMICOS SIMPLES;14806008000154 - MOMENTA FARMACEUTICA LTDA.;VALIDO;LEVOFLOXACINO HEMIIDRATADO;Sim;2031;antibioticos_sistemicos_simples
MEDICAMENTO;TAXILAN;13/01/2000;SIMILAR;106460139.0;2025-01-01;250000037469711;ANTINEOPLASICO;61282661000141 - LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA;VALIDO;PACLITAXEL;Sim;2025;antineoplasico
MEDICAMENTO;TAXOFEN;22/11/1999;SIMILAR;116370027.0;2029-01-11;250000018019918;ANTINEOPLASICO;58430828000160 - BLAU FARMACEUTICA S.A.;VALIDO;CITRATO DE TAMOXIFENO;Sim;2029;antineoplasico
MEDICAMENTO;TAXOL;12/11/1997;NOVO;101800151.0;2028-01-07;250000055229319;ANTINEOPLASICO;56998982000107 - BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA;VALIDO;PACLITAXEL;Sim;2028;antineoplasico
MEDICAMENTO;TAXOTERE;17/02/2020;NOVO;183260439.0;2025-01-09;25351627549201913;ANTINEOPLASICO;10588595001092 - SANOFI MEDLEY FARMACEUTICA LTDA.;VALIDO;DOCETAXEL;Sim;2025;antineoplasico
MEDICAMENTO;TAZOCIN;06/02/1997;NOVO;121100095.0;2026-01-11;250000102439396;PENICILINAS PENICILINASE-RESISTENTES;61072393000133 - WYETH INDUSTRIA FARMACEUTICA LTDA;VALIDO;PIPERACILINA SODICA +  TAZOBACTAM SODICO;Sim;2026;penicilinas_penicilinase-resistentes
MEDICAMENTO;TAZOMAZ;27/05/2019;SIMILAR;104971432.0;2029-01-05;25351788354201850;PENICILINAS PENICILINASE-RESISTENTES;60665981000118 - UNIAO QUIMICA FARMACEUTICA NACIONAL S/A;VALIDO;PIPERACILINA SODICA +  TAZOBACTAM SODICO;Sim;2029;penicilinas_penicilinase-resistentes
MEDICAMENTO;TAZPEN;31/10/2011;SIMILAR;188300007.0;2027-01-09;25351329925201153;ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS;11643096000122 - MYLAN LABORATORIOS LTDA;VALIDO;PIPERACILINA SODICA +  TAZOBACTAM SODICO;Sim;2027;antibioticos_sistemicos-associacoes_medicamentosas
